s curv
-9.32799925974 0.398387218591 
-9.29800534649 0.387733628798 
-9.26801141488 0.377506117596 
-9.23801746625 0.367718635552 
-9.2080235019 0.358375946022 
-9.17802952303 0.349477759142 
-9.14803553078 0.341016181846 
-9.11804152618 0.332976851851 
-9.08804751103 0.325317794731 
-9.0580534846 0.318057181541 
-9.0280594484 0.311145978999 
-8.99806540315 0.304555105157 
-8.9680713495 0.298254569465 
-8.93807728802 0.292215521739 
-8.90808321924 0.286410695932 
-8.87808914361 0.280814177039 
-8.84809506155 0.275402131596 
-8.81810097342 0.270153128859 
-8.78810687957 0.265049007131 
-8.75811278027 0.260076208804 
-8.72811867579 0.255226498142 
-8.69812456641 0.250498317135 
-8.66813045199 0.245911237876 
-8.63813633386 0.241445181775 
-8.6081422112 0.237160445167 
-8.57814808462 0.233076861569 
-8.54815395441 0.229221460512 
-8.51815982085 0.225605016421 
-8.48816568419 0.222218585699 
-8.45817154467 0.219042636671 
-8.4281774025 0.216053224646 
-8.39818325786 0.213223515118 
-8.36818911091 0.210520586132 
-8.33819496178 0.207907195444 
-8.30820081056 0.205344524256 
-8.27820665734 0.202797572781 
-8.24821250218 0.200239427831 
-8.21821834512 0.197651944704 
-8.18822418598 0.195037993246 
-8.15823002525 0.192376487508 
-8.12823586275 0.189682487978 
-8.09824169852 0.186963699582 
-8.0682475326 0.184228545843 
-8.03825336506 0.181485999133 
-8.00825919594 0.178744993296 
-7.9782650253 0.176013862043 
-7.94827085318 0.173307928071 
-7.9182766798 0.170604691295 
-7.88828250492 0.16794756392 
-7.85828832873 0.165329133836 
-7.82829415131 0.162761835841 
-7.79829997272 0.160265274467 
-7.76830579305 0.157869368465 
-7.73831161238 0.15561476764 
-7.70831743083 0.153552325311 
-7.67832324852 0.151734819244 
-7.6483290656 0.150202617754 
-7.6183348822 0.14896974992 
-7.58834069846 0.148024027401 
-7.55834651449 0.147334765815 
-7.52835233038 0.14685554161 
-7.49835814621 0.146523339476 
-7.468363962 0.146263296026 
-7.43836977775 0.14600100565 
-7.40837559345 0.1456742583 
-7.37838140907 0.1452378037 
-7.34838722454 0.144663677876 
-7.31839303982 0.143937866528 
-7.28839885486 0.143056192256 
-7.25840466961 0.142021434647 
-7.22841048404 0.140841077932 
-7.1984162981 0.139526548536 
-7.16842211179 0.138093111905 
-7.13842792507 0.136560898493 
-7.10843373795 0.134955292456 
-7.07843955043 0.133308334207 
-7.04844536255 0.131659265894 
-7.01845117434 0.130055366041 
-6.98845698584 0.128551164411 
-6.95846279712 0.127203900133 
-6.92846860825 0.126063989065 
-6.89847441932 0.125163029434 
-6.8684802304 0.124507515265 
-6.83848604155 0.124078802552 
-6.80849185281 0.123834897302 
-6.77849766422 0.123716513292 
-6.74850347579 0.123660617907 
-6.71850928749 0.123613367454 
-6.68851509932 0.123534961567 
-6.65852091125 0.123399561323 
-6.62852672327 0.123193150629 
-6.59853253535 0.12291077885 
-6.56853834749 0.122554800344 
-6.53854415969 0.122133549237 
-6.50854997196 0.121660096195 
-6.47855578431 0.1211514471 
-6.44856159678 0.120631274923 
-6.4185674094 0.120125410533 
-6.38857322224 0.119667088894 
-6.35857903536 0.11929266156 
-6.32858484885 0.119039217163 
-6.29859066281 0.118938461442 
-6.26859647731 0.119008585163 
-6.23860229244 0.119246794182 
-6.20860810827 0.1196281882 
-6.17861392483 0.12011079681 
-6.14861974214 0.120646511202 
-6.11862556019 0.121194699099 
-6.08863137898 0.121728916095 
-6.05863719847 0.122234831967 
-6.02864301865 0.122706803912 
-5.99864883949 0.123147583883 
-5.968654661 0.123568179989 
-5.93866048317 0.123986559561 
-5.90866630601 0.124425494107 
-5.87867212957 0.124910262592 
-5.84867795388 0.125466501287 
-5.81868377901 0.126118497604 
-5.78868960501 0.126887754297 
-5.75869543199 0.127791963471 
-5.72870126003 0.1288442107 
-5.69870708923 0.130052145994 
-5.6687129197 0.131416403327 
-5.63871875154 0.132927806426 
-5.60872458484 0.13456439727 
-5.57873041969 0.136290314417 
-5.54873625614 0.138060130471 
-5.51874209421 0.139829402274 
-5.48874793391 0.141566185786 
-5.45875377524 0.143254951787 
-5.4287596182 0.144891607933 
-5.39876546278 0.146474609474 
-5.36877130899 0.148001894386 
-5.3387771568 0.149470556807 
-5.30878300623 0.150879043156 
-5.27878885725 0.152228779547 
-5.24879470986 0.153524297694 
-5.21880056405 0.154772066416 
-5.18880641984 0.155979287431 
-5.1588122772 0.157152301631 
-5.12881813616 0.158295769101 
-5.09882399669 0.159411943069 
-5.06882985882 0.160500169763 
-5.03883572251 0.161556615919 
-5.00884158777 0.162574364484 
-4.97884745457 0.163543908782 
-4.94885332287 0.164453912151 
-4.91885919264 0.165291963437 
-4.88886506382 0.166045190598 
-4.85887093635 0.166700641863 
-4.82887681017 0.167245679842 
-4.79888268519 0.167668726394 
-4.76888856133 0.167960332773 
-4.73889443849 0.168114275193 
-4.70890031658 0.168128060046 
-4.67890619552 0.168002682608 
-4.64891207521 0.167742388336 
-4.61891795557 0.167354479025 
-4.58892383652 0.166835907516 
-4.55892971797 0.166188741254 
-4.52893559985 0.165423546799 
-4.4989414821 0.164543826023 
-4.46894736465 0.16355397852 
-4.43895324745 0.162459323685 
-4.40895913042 0.161265691055 
-4.37896501353 0.159979756138 
-4.34897089674 0.158608866139 
-4.31897677999 0.157161227246 
-4.28898266326 0.155646216836 
-4.25898854653 0.154074673629 
-4.22899442977 0.152459721337 
-4.19900031297 0.150817664541 
-4.16900619614 0.149169363297 
-4.1390120793 0.147541807663 
-4.10901796248 0.145970005898 
-4.07902384575 0.144499293141 
-4.04902972919 0.143187909841 
-4.01903561294 0.142110091368 
-3.98904149719 0.141359451992 
-3.95904738216 0.141052445094 
-3.92905326818 0.141331467502 
-3.89905915566 0.142366939766 
-3.86906504513 0.144357414406 
-3.83907093729 0.147527134424 
-3.809076833 0.152120239875 
-3.77908273337 0.158392257122 
-3.74908863981 0.166600102542 
-3.71909455408 0.176992768954 
-3.68910047838 0.189804805187 
-3.65910641546 0.205253882451 
-3.62911236875 0.223542206931 
-3.59911834244 0.244860321371 
-3.56912434174 0.269391548503 
-3.53913037297 0.297315123591 
-3.50913644386 0.328806942687 
-3.47914256373 0.364036982599 
-3.44914874376 0.403162963913 
-3.41915499726 0.44631984767 
-3.38916133989 0.493604822606 
-3.35916778987 0.545057654833 
-3.32917436806 0.600634397887 
-3.29918109793 0.660178441918 
-3.26918800523 0.723384238386 
-3.23919511742 0.789759063958 
-3.20920246259 0.858584718606 
-3.17921006787 0.92888437506 
-3.14921795736 0.999402382646 
-3.1192261494 1.06860626184 
-3.08923465366 1.1347210878 
-3.05924346812 1.19580452941 
-3.02925257654 1.24986613712 
-2.99926194714 1.29502622487 
-2.96927153281 1.32970063615 
-2.93928127346 1.3527892292 
-2.90929110036 1.36384341989 
-2.8793009421 1.36319228461 
-2.84931073148 1.35201702135 
-2.81932041228 1.33237391238 
-2.78932994525 1.30716692904 
-2.75933931238 1.28005503449 
-2.72934851937 1.25524500166 
-2.69935759559 1.23708580755 
-2.66936659149 1.22939398016 
-2.63937557277 1.23454970179 
-2.60938461128 1.25262042239 
-2.57939377271 1.28090252262 
-2.54940310253 1.31417607484 
-2.5194126129 1.34564707064 
-2.4894222746 1.36827576292 
-2.45943201713 1.37609895749 
-2.42944173896 1.36522815935 
-2.39945132515 1.33431585014 
-2.36946066778 1.28445445994 
-2.33946968222 1.21861253532 
-2.30947831664 1.14085284351 
-2.27948655294 1.05555014319 
-2.24949440163 0.966783486836 
-2.21950189351 0.87796723733 
-2.18950907113 0.791707864403 
-2.15951598155 0.709831433127 
-2.12952267136 0.633505146626 
-2.09952918353 0.563389569408 
-2.06953555589 0.499784871597 
-2.03954182065 0.442756236157 
-2.0095480046 0.392233326277 
-1.97955412961 0.348082269317 
-1.94956021325 0.310152134869 
-1.91956626954 0.278299127572 
-1.88957230951 0.252388334592 
-1.85957834185 0.232265146979 
-1.8295843733 0.217692093576 
-1.79959040911 0.208282226779 
-1.7695964533 0.203474806054 
-1.73960250898 0.202571121674 
-1.70960857848 0.204816872107 
-1.6796146636 0.209490098965 
-1.64962076397 0.215963899541 
-1.61962687871 0.223740718013 
-1.58963300875 0.232451933099 
-1.5596391549 0.241835934048 
-1.5296453178 0.251706595756 
-1.49965149804 0.261930655191 
-1.46965769613 0.272420589776 
-1.43966391258 0.283129016984 
-1.40967014793 0.294034892709 
-1.37967640276 0.305138117539 
-1.3496826777 0.316461206697 
-1.31968897354 0.328045660779 
-1.28969529113 0.339944504658 
-1.25970163151 0.352218316535 
-1.22970799587 0.364933769771 
-1.19971438555 0.378157659759 
-1.16972080212 0.391957560364 
-1.13972724735 0.406399127685 
-1.10973372325 0.42154315645 
-1.0797402321 0.437446648091 
-1.04974677641 0.45415877269 
-1.01975335901 0.471713462169 
-0.989759982932 0.490120602975 
-0.959766651413 0.5093553793 
-0.92977336778 0.529346564966 
-0.899780135323 0.549966530475 
-0.869786957137 0.571025857433 
-0.839793835921 0.592273196447 
-0.809800773759 0.6133971736 
-0.779807771905 0.634030237603 
-0.749814830487 0.653753131481 
-0.719821948306 0.672107091187 
-0.68982912263 0.688606614117 
-0.659836349056 0.702752724614 
-0.629843621462 0.714047513953 
-0.599850932065 0.722017358939 
-0.569858271696 0.726260308673 
-0.539865630319 0.726501231625 
-0.50987299769 0.722604511996 
-0.479880364105 0.71457332091 
-0.449887720969 0.702549589472 
-0.419895061778 0.686835316422 
-0.389902382717 0.667899520259 
-0.359909683404 0.64639364661 
-0.329916967573 0.623160828676 
-0.299924243729 0.599233791663 
-0.26993152585 0.575821432694 
-0.239938834348 0.554278701625 
-0.209946197648 0.536063535076 
-0.179953655219 0.522667594091 
-0.149961263782 0.515490811781 
-0.119969111233 0.515611334772 
-0.0899773526128 0.52343631619 
-0.0599863275472 0.538075338929 
-0.029997152432 0.552241197785 
-0.0 54850.0128737 
0.0299970076534 0.628137024971 
0.0599861632828 0.667072249204 
0.0899770686055 0.703332621635 
0.119968595877 0.738951727508 
0.149960407338 0.771730521788 
0.179952362183 0.799635396847 
0.209944396225 0.820953769762 
0.239936483567 0.834404636023 
0.269928620128 0.839233960159 
0.299920814411 0.835266669731 
0.329913081148 0.822888777051 
0.359905436586 0.802972399453 
0.38989789509 0.776759363125 
0.419890467001 0.745724231706 
0.449883157655 0.711431148252 
0.479875967365 0.675403316179 
0.509868892099 0.63901690336 
0.539861924535 0.603428869736 
0.569855055224 0.569540189283 
0.599848273662 0.537990089852 
0.629841569152 0.509177511493 
0.659834931419 0.483297424065 
0.68982835099 0.460381540006 
0.719821819396 0.440338830543 
0.749815329229 0.422993155935 
0.779808874122 0.40811621555 
0.809802448659 0.395452695635 
0.839796048284 0.3847429834 
0.869789669175 0.375735554341 
0.899783308139 0.368196410961 
0.929776962509 0.361914092554 
0.959770630057 0.356701281128 
0.989764308921 0.352394896224 
1.01975799753 0.348854037497 
1.04975169458 0.345958712781 
1.07974539894 0.343606999958 
1.10973910967 0.341713305938 
1.13973282596 0.340205977335 
1.16972654711 0.339023120895 
1.19972027254 0.338119785921 
1.22971400172 0.337451051198 
1.25970773419 0.336981926916 
1.28970146956 0.336682679805 
1.31969520748 0.336527987192 
1.34968894763 0.336496553825 
1.37968268974 0.336570223122 
1.40967643356 0.336733259146 
1.43967017889 0.336971851171 
1.46966392552 0.33727379689 
1.49965767328 0.337628246828 
1.52965142202 0.338025539143 
1.5596451716 0.338457095911 
1.5896389219 0.33891534584 
1.6196326728 0.339393563804 
1.64962642449 0.339885967083 
1.67962017727 0.340387534893 
1.70961393104 0.340893939417 
1.7396076857 0.341401478977 
1.76960144115 0.341906985695 
1.79959519733 0.342407776016 
1.82958895415 0.342901610865 
1.85958271155 0.343386659461 
1.88957646946 0.343861393458 
1.91957022784 0.344324615027 
1.94956398662 0.344775058353 
1.97955774576 0.345211521983 
2.00955150523 0.345632669436 
2.03954526497 0.346036977585 
2.06953902496 0.3464226955 
2.09953278516 0.346787894612 
2.12952654556 0.347130419837 
2.15952030613 0.347447991331 
2.18951406685 0.347738237486 
2.21950782772 0.347999724571 
2.24950158874 0.348227783743 
2.2794953499 0.348421290229 
2.30948911121 0.348577881416 
2.33948287269 0.348695436817 
