s,s7-8,s3-1,s8-1,s7-3,s1-2,s3-4,s3-5,s3-6,b1-3-4,b1-3-5,b1-3-6,b2-1-3,b2-1-8,b7-3-4,b7-3-5,b7-3-6,t2-1-8-7,t1-8-7-3
-7.37838140907,0.00390836351066,-0.0123732164486,-0.00601449987443,-0.000490283883158,-0.0175633538327,-0.000362854157301,-0.000426403848427,-0.000362663465937,-0.0127781439308,-0.0330983649252,-0.0127781452878,0.119644657907,0.0153106350092,0.000973826450314,-0.00088799783459,0.000973807949761,7.9423837525e-09,4.94197337444e-10
-7.34838722454,0.00396303743597,-0.0117386197424,-0.00609471536643,-0.000513681037433,-0.017936063242,-0.000370217827514,-0.000448728876361,-0.00037035110783,-0.0125904103993,-0.032621515236,-0.0125904017756,0.119221662128,0.0153928536097,0.000955465254204,-0.000902502152596,0.000955484864872,-6.86835148204e-09,-3.65783485641e-10
-7.31839303982,0.00395363138533,-0.0110789883318,-0.00617284738083,-0.000537137543434,-0.0183109744577,-0.000377026776728,-0.000471549570177,-0.000376965940018,-0.0123776170847,-0.032076696492,-0.0123776326538,0.118662274333,0.0154001661357,0.000934535392623,-0.000917688363924,0.000934521051458,1.04962599792e-08,-4.40081792802e-09
-7.28839885486,0.00389249427075,-0.0104020179092,-0.006249845425,-0.000560765449,-0.0186867469139,-0.000383344013661,-0.000494262854675,-0.00038313907677,-0.0121388238009,-0.0314676000773,-0.0121388384976,0.117968059803,0.0153491079212,0.000911698185514,-0.000932968305565,0.000911667191596,-6.63183060067e-09,1.39813550479e-08
-7.25840466961,0.00379113106911,-0.00971479532488,-0.00632517218616,-0.000584119321164,-0.0190635809866,-0.00038976521495,-0.000516642597687,-0.000389756426295,-0.0118741373965,-0.0307994176495,-0.0118741399009,0.117144700562,0.0152538920817,0.000887674691837,-0.000948934324965,0.000887679633689,6.69332325098e-09,-6.71954983504e-09
-7.22841048404,0.00366364032762,-0.00902544652166,-0.00639998776813,-0.000607488365098,-0.0194407132073,-0.000396296113083,-0.000538272096459,-0.000396255139629,-0.0115845077015,-0.0300814472984,-0.0115845184111,0.116202391757,0.015132232115,0.000863297777805,-0.000964075344369,0.00086328526246,-9.91624979154e-09,1.07109774998e-08
-7.1984162981,0.00352921130965,-0.00834373856315,-0.00647329677455,-0.000630599478432,-0.0198188097003,-0.000403025779488,-0.000560139200428,-0.000403134514341,-0.0112725026688,-0.0293237940204,-0.0112724993444,0.11515708145,0.0150098124619,0.000839044085408,-0.000978086749987,0.00083904862546,7.52322989915e-09,-6.31160483043e-09
-7.16842211179,0.00341392555454,-0.00768319442822,-0.0065454801315,-0.000653747069374,-0.0201967728903,-0.000409868919514,-0.000580872683934,-0.000410041081572,-0.0109412500686,-0.0285388539181,-0.0109412461944,0.114031507661,0.0149231169787,0.000815617993689,-0.000990224170098,0.000815630541544,-3.83889437152e-09,-5.90504467851e-10
-7.13842792507,0.0033499679182,-0.00705975895877,-0.00661707777564,-0.000676533904979,-0.0205752485291,-0.000417554542248,-0.000600943041717,-0.000417687997757,-0.0105948641333,-0.0277399452573,-0.0105948605343,0.112856330463,0.0149195976763,0.000793484337365,-0.000999840840282,0.000793494892429,1.89547722344e-09,-4.24427076757e-09
-7.10843373795,0.00337371015271,-0.00649199780912,-0.00668759005045,-0.000699206504605,-0.0209536990628,-0.000425861083952,-0.000620686566151,-0.000425830123283,-0.0102378678185,-0.0269412678191,-0.0102378699545,0.111670054069,0.0150560550306,0.000773057003176,-0.0010060612228,0.000773050942418,-6.58673888108e-10,2.66178693552e-09
-7.07843955043,0.00352388011799,-0.00599987755391,-0.00675710239314,-0.000722030340288,-0.021333019298,-0.000434915724898,-0.000639880908331,-0.000435073358674,-0.0098749400434,-0.0261570525499,-0.00987493549841,0.110518352545,0.0153950758757,0.000754865266247,-0.00100828625269,0.000754878069501,2.23293248932e-10,-3.67484365228e-09
-7.04844536255,0.00383748082738,-0.00560324012024,-0.00682626130847,-0.000745106152436,-0.0217131350713,-0.000445289500743,-0.000658056737606,-0.000445315342795,-0.00951010209624,-0.0254012867827,-0.00951009361962,0.109451379641,0.0159985505605,0.00073965166255,-0.00100605461432,0.000739656952121,3.93293257799e-10,-7.64013203122e-10
-7.01845117434,0.00434347171376,-0.00531794864501,-0.00689532106127,-0.000768541516416,-0.022094782397,-0.000457323547263,-0.000674835464199,-0.000457257604876,-0.0091473998483,-0.0246871065598,-0.00914740202908,0.108519782868,0.0169171629041,0.00072803500795,-0.00099913097493,0.000728025991988,-4.06656226684e-10,3.33255364875e-09
-6.98845698584,0.00505419448608,-0.00515083643012,-0.00696422468342,-0.000792523085658,-0.0224791335854,-0.000470681588414,-0.000691580630603,-0.000470743012508,-0.00879031768936,-0.024026955694,-0.00879031702782,0.10776761344,0.0181742905117,0.00072077595954,-0.000987398452792,0.000720779093395,1.21336561132e-09,-1.52651307681e-09
